# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr 14 14:17:26 2020
#
# User preference: *
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
#
pl_hostname,pl_name,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,pl_radj,st_teff,st_mass,st_rad,st_lum
Kepler-139,Kepler-139 b,15.77104400,0.127000,,,0.262,5594.00,,1.30,
Kepler-139,Kepler-139 c,157.07287800,0.586000,,,0.302,5594.00,,1.30,
Kepler-1390,Kepler-1390 b,6.48021673,,,,0.105,5753.00,0.98,0.98,
Kepler-1391,Kepler-1391 b,54.40923330,,,,0.150,5840.00,1.03,1.10,
Kepler-1392,Kepler-1392 b,15.14103970,,,,0.175,5479.00,0.88,0.85,
Kepler-1393,Kepler-1393 b,2.44357812,,,,0.071,5697.00,0.95,0.92,
Kepler-1394,Kepler-1394 b,3.93766373,,,,0.124,6481.00,1.64,2.55,
Kepler-1395,Kepler-1395 b,3.78470649,,,,0.071,6138.00,1.17,1.23,
Kepler-1396,Kepler-1396 b,18.22064210,,,,0.185,6195.00,1.18,1.27,
Kepler-1397,Kepler-1397 b,47.44995500,,,,0.153,6026.00,1.09,1.12,
Kepler-1398,Kepler-1398 b,2.78815679,,,,0.080,6126.00,1.13,1.18,
Kepler-1398,Kepler-1398 c,4.13827595,,,,0.092,6126.00,1.13,1.18,
Kepler-1399,Kepler-1399 b,1.63865306,,,,0.112,5735.00,0.97,0.96,
Kepler-14,Kepler-14 b,6.79012300,,0.035000,8.40000,1.136,6395.00,1.51,2.05,0.799
Kepler-140,Kepler-140 b,3.25427000,0.045000,,,0.144,6077.00,,1.29,
Kepler-140,Kepler-140 c,91.35328200,0.414000,,,0.161,6077.00,,1.29,
Kepler-1400,Kepler-1400 b,9.06689421,,,,0.145,5044.00,0.83,0.78,
Kepler-1401,Kepler-1401 b,11.20066445,,,,0.150,5964.00,1.07,1.10,
Kepler-1402,Kepler-1402 b,2.03387914,,,,0.068,5416.00,0.90,0.87,
Kepler-1403,Kepler-1403 b,5.19492202,,,,0.191,6060.00,1.11,1.15,
Kepler-1404,Kepler-1404 b,15.93147390,,,,0.179,5261.00,0.84,0.80,
Kepler-1405,Kepler-1405 b,28.22741840,,,,0.353,5925.00,1.05,1.07,
Kepler-1406,Kepler-1406 b,11.62905828,,,,0.098,5892.00,1.05,1.12,
Kepler-1407,Kepler-1407 b,20.07115040,,,,0.201,6010.00,1.10,1.15,
Kepler-1408,Kepler-1408 b,2.99793191,,,,0.079,6170.00,1.21,1.35,
Kepler-1409,Kepler-1409 b,0.76486493,,,,0.093,5160.00,0.83,0.79,
Kepler-141,Kepler-141 b,3.10767500,0.039000,,,0.062,4910.00,,0.79,
Kepler-141,Kepler-141 c,7.01060600,0.067000,,,0.126,4910.00,,0.79,
Kepler-1410,Kepler-1410 b,60.86616800,,,,0.159,4092.00,0.63,0.60,
Kepler-1411,Kepler-1411 b,86.11508880,,,,0.252,5664.00,0.95,0.92,
Kepler-1412,Kepler-1412 b,3.61460510,,,,0.074,5880.00,1.06,1.27,
Kepler-1413,Kepler-1413 b,13.18296420,,,,0.162,5196.00,0.84,0.80,
Kepler-1414,Kepler-1414 b,3.51576315,,,,0.110,4951.00,0.80,0.75,
Kepler-1415,Kepler-1415 b,0.63642408,,,,0.115,5267.00,0.89,0.84,
Kepler-1416,Kepler-1416 b,1.49514952,,,,0.079,6019.00,1.09,1.15,
Kepler-1417,Kepler-1417 b,20.35052130,,,,0.089,5839.00,1.02,1.02,
Kepler-1418,Kepler-1418 b,22.47644250,,,,0.148,4770.00,0.77,0.72,
Kepler-1419,Kepler-1419 b,42.52158950,,,,0.255,5796.00,1.01,1.01,
Kepler-142,Kepler-142 b,2.02415200,0.032000,,,0.178,5790.00,,1.27,
Kepler-142,Kepler-142 c,4.76170200,0.057000,,,0.255,5790.00,,1.27,
Kepler-142,Kepler-142 d,41.80911800,0.242000,,,0.193,5790.00,,1.27,
Kepler-1420,Kepler-1420 b,6.69960006,,,,0.114,5187.00,0.82,0.79,
Kepler-1421,Kepler-1421 b,6.91311120,,,,0.083,6335.00,1.25,1.42,
Kepler-1422,Kepler-1422 b,18.60519420,,,,0.180,6194.00,1.15,1.23,
Kepler-1423,Kepler-1423 b,23.95537800,,,,0.095,4939.00,0.79,0.75,
Kepler-1424,Kepler-1424 b,29.60917440,,,,0.103,5838.00,1.02,1.07,
Kepler-1425,Kepler-1425 b,14.45413020,,,,0.084,5718.00,0.97,0.95,
Kepler-1426,Kepler-1426 b,14.25632270,,,,0.139,5831.00,1.02,1.02,
Kepler-1427,Kepler-1427 b,0.96897238,,,,0.098,5793.00,1.01,1.01,
Kepler-1428,Kepler-1428 b,10.67607169,,,,0.146,6184.00,1.28,1.36,
Kepler-1429,Kepler-1429 b,4.48487493,,,,0.115,5902.00,1.05,1.07,
Kepler-143,Kepler-143 b,16.00758300,0.127000,,,0.215,5848.00,,1.36,
Kepler-143,Kepler-143 c,27.08251100,0.181000,,,0.301,5848.00,,1.36,
Kepler-1430,Kepler-1430 b,2.46050993,,,,0.105,4796.00,0.77,0.72,
Kepler-1431,Kepler-1431 b,5.86601526,,,,0.131,5806.00,1.03,1.03,
Kepler-1432,Kepler-1432 b,23.91090110,,,,0.198,6031.00,1.09,1.13,
Kepler-1433,Kepler-1433 b,4.13592271,,,,0.139,6097.00,1.14,1.19,
Kepler-1434,Kepler-1434 b,8.05333618,,,,0.099,6291.00,1.47,2.04,
Kepler-1435,Kepler-1435 b,4.45343281,,,,0.077,6356.00,1.21,1.32,
Kepler-1436,Kepler-1436 b,9.70571600,,,,0.117,5972.00,1.06,1.09,
Kepler-1437,Kepler-1437 b,10.92954610,,,,0.122,5557.00,0.93,0.90,
Kepler-1438,Kepler-1438 b,2.31942009,,,,0.084,5530.00,0.97,0.96,
Kepler-1439,Kepler-1439 b,8.07392849,,,,0.130,3578.00,0.46,0.43,
Kepler-144,Kepler-144 b,5.88527300,0.066000,,,0.119,6075.00,,1.24,
Kepler-144,Kepler-144 c,10.10466500,0.094000,,,0.120,6075.00,,1.24,
Kepler-1440,Kepler-1440 b,39.85948400,,,,0.112,5698.00,0.98,0.96,
Kepler-1441,Kepler-1441 b,39.44198390,,,,0.117,5802.00,1.00,1.00,
Kepler-1442,Kepler-1442 b,81.41629410,,,,0.351,6394.00,1.34,1.44,
Kepler-1443,Kepler-1443 b,2.41811321,,,,0.087,6289.00,1.19,1.27,
Kepler-1444,Kepler-1444 b,33.42035034,,,,0.194,5810.00,1.03,1.05,
Kepler-1445,Kepler-1445 b,10.60052251,,,,0.086,6150.00,1.13,1.26,
Kepler-1446,Kepler-1446 b,0.68996783,,,,0.073,4865.00,0.81,0.75,
Kepler-1447,Kepler-1447 b,56.67472850,,,,0.259,5722.00,0.97,0.95,
Kepler-1448,Kepler-1448 b,12.27065865,,,,0.144,5774.00,0.95,0.93,
Kepler-1449,Kepler-1449 b,13.22745280,,,,0.150,5979.00,1.08,1.10,
Kepler-145,Kepler-145 b,22.95100000,,,0.11700,0.236,6022.00,1.28,1.98,
Kepler-145,Kepler-145 c,42.88200000,,,0.25000,0.385,6022.00,1.28,1.98,
Kepler-1450,Kepler-1450 b,54.50941660,,,,0.153,4524.00,0.71,0.68,
Kepler-1451,Kepler-1451 b,35.62223300,,,,0.299,5782.00,1.00,0.99,
Kepler-1452,Kepler-1452 b,42.91375100,,,,0.241,6101.00,1.41,2.06,
Kepler-1453,Kepler-1453 b,47.16116960,,,,0.238,5665.00,0.97,0.94,
Kepler-1454,Kepler-1454 b,47.03194790,,,,0.168,5448.00,0.90,0.86,
Kepler-1455,Kepler-1455 b,49.27676400,,,,0.193,4075.00,0.62,0.60,
Kepler-1456,Kepler-1456 b,18.13738290,,,,0.102,4231.00,0.64,0.62,
Kepler-1457,Kepler-1457 b,51.11102430,,,,0.178,5866.00,1.01,1.01,
Kepler-1458,Kepler-1458 b,47.98727640,,,,0.246,5653.00,0.96,0.94,
Kepler-1459,Kepler-1459 b,62.86916110,,,,0.121,4828.00,0.78,0.74,
Kepler-146,Kepler-146 b,31.15879900,0.200000,,,0.331,5948.00,,1.21,
Kepler-146,Kepler-146 c,76.73217100,0.364000,,,0.279,5948.00,,1.21,
Kepler-1460,Kepler-1460 b,29.96332470,,,,0.175,4422.00,0.70,0.67,
Kepler-1461,Kepler-1461 b,29.34947750,,,,0.181,4919.00,0.79,0.74,
Kepler-1462,Kepler-1462 b,65.64883410,,,,0.341,5756.00,1.00,1.00,
Kepler-1463,Kepler-1463 b,25.15864000,,,,0.166,5679.00,0.96,0.95,
Kepler-1464,Kepler-1464 b,31.77859010,,,,0.148,5828.00,1.02,1.01,
Kepler-1464,Kepler-1464 c,5.32786292,,,,0.089,5828.00,1.02,1.01,
Kepler-1465,Kepler-1465 b,31.82771110,,,,0.158,4726.00,0.75,0.71,
Kepler-1466,Kepler-1466 b,31.17504480,,,,0.138,5884.00,1.01,1.02,
Kepler-1467,Kepler-1467 b,47.05690430,,,,0.294,5332.00,0.86,0.82,
Kepler-1468,Kepler-1468 b,8.23984869,,,,0.154,5893.00,1.04,1.05,
Kepler-1468,Kepler-1468 c,3.54553021,,,,0.103,5893.00,1.04,1.05,
Kepler-1469,Kepler-1469 b,21.86353010,,,,0.250,5507.00,0.92,0.89,
Kepler-147,Kepler-147 b,12.61058400,0.113000,,,0.136,6012.00,,1.47,
Kepler-147,Kepler-147 c,33.41642300,0.216000,,,0.217,6012.00,,1.47,
Kepler-1470,Kepler-1470 b,16.29509030,,,,0.095,4961.00,0.80,0.76,
Kepler-1471,Kepler-1471 b,3.63899398,,,,0.126,5660.00,0.95,0.93,
Kepler-1472,Kepler-1472 b,38.13128310,,,,0.170,6159.00,1.16,1.25,
Kepler-1473,Kepler-1473 b,14.42735510,,,,0.106,6046.00,1.09,1.09,
Kepler-1474,Kepler-1474 b,36.43334520,,,,0.193,5870.00,1.04,1.04,
Kepler-1475,Kepler-1475 b,82.17737400,,,,0.261,6214.00,1.18,1.28,
Kepler-1476,Kepler-1476 b,10.35863224,,,,0.149,5663.00,0.98,0.96,
Kepler-1477,Kepler-1477 b,11.55530021,,,,0.105,5100.00,0.81,0.78,
Kepler-1478,Kepler-1478 b,26.08405940,,,,0.154,5904.00,1.04,1.06,
Kepler-1479,Kepler-1479 b,14.53261362,,,,0.163,5796.00,0.99,0.98,
Kepler-148,Kepler-148 b,1.72936600,0.028000,,,0.161,5272.00,,0.85,
Kepler-148,Kepler-148 c,4.18004300,0.050000,,,0.321,5272.00,,0.85,
Kepler-148,Kepler-148 d,51.84688575,,,,0.774,5272.00,,0.85,
Kepler-1480,Kepler-1480 b,22.12679948,,,,0.149,5156.00,0.85,0.81,
Kepler-1481,Kepler-1481 b,5.94220998,,,,0.110,4908.00,0.80,0.75,
Kepler-1482,Kepler-1482 b,12.25383217,,,,0.090,5381.00,0.88,0.84,
Kepler-1483,Kepler-1483 b,9.50851560,,,,0.136,6337.00,1.25,1.40,
Kepler-1484,Kepler-1484 b,30.45491360,,,,0.188,5730.00,0.94,0.92,
Kepler-1485,Kepler-1485 b,19.91577250,,,,0.131,6087.00,1.11,1.12,
Kepler-1486,Kepler-1486 b,54.64957590,,,,0.207,5965.00,1.08,1.12,
Kepler-1487,Kepler-1487 b,7.31946363,,,,0.190,6541.00,1.38,1.63,
Kepler-1488,Kepler-1488 b,39.81899320,,,,0.166,5820.00,1.05,1.31,
Kepler-1489,Kepler-1489 b,82.29475100,,,,0.158,5655.00,0.93,0.90,
Kepler-149,Kepler-149 b,29.19894300,0.184000,,,0.376,5381.00,,0.95,
Kepler-149,Kepler-149 c,55.32832800,0.281000,,,0.144,5381.00,,0.95,
Kepler-149,Kepler-149 d,160.01803200,0.571000,,,0.353,5381.00,,0.95,
Kepler-1490,Kepler-1490 b,92.43629730,,,,0.271,5515.00,0.90,0.87,
Kepler-1491,Kepler-1491 b,16.58617620,,,,0.135,5728.00,1.00,0.99,
Kepler-1492,Kepler-1492 b,16.75255007,,,,0.133,4712.00,0.77,0.72,
Kepler-1493,Kepler-1493 b,15.02179830,,,,0.126,5863.00,1.06,1.29,
Kepler-1494,Kepler-1494 b,91.08048200,,,,0.274,5659.00,0.96,0.94,
Kepler-1495,Kepler-1495 b,85.27325600,,,,0.262,5831.00,1.03,1.04,
Kepler-1496,Kepler-1496 b,64.65880170,,,,0.198,6182.00,1.18,1.27,
Kepler-1497,Kepler-1497 b,8.74199772,,,,0.148,5675.00,0.96,0.95,
Kepler-1498,Kepler-1498 b,48.05140500,,,,0.119,5256.00,0.86,0.81,
Kepler-1499,Kepler-1499 b,44.20080000,,,,0.106,5097.00,0.82,0.78,
Kepler-15,Kepler-15 b,4.94278200,0.057140,0.060000,0.66000,0.960,5515.00,1.02,0.99,-0.087
Kepler-150,Kepler-150 b,3.42805400,0.044000,,,0.112,5560.00,,0.94,
Kepler-150,Kepler-150 c,7.38199800,0.073000,,,0.329,5560.00,,0.94,
Kepler-150,Kepler-150 d,12.56093000,0.104000,,,0.249,5560.00,,0.94,
Kepler-150,Kepler-150 e,30.82655700,0.189000,,,0.278,5560.00,,0.94,
Kepler-150,Kepler-150 f,637.20930000,1.240000,,,0.325,5560.00,,0.94,
Kepler-1500,Kepler-1500 b,15.03301050,,,,0.107,5845.00,1.00,1.00,
Kepler-1501,Kepler-1501 b,14.55645330,,,,0.139,6229.00,1.20,1.30,
Kepler-1502,Kepler-1502 b,41.70836290,,,,0.284,6666.00,1.44,1.72,
Kepler-1503,Kepler-1503 b,96.16987000,,,,0.203,5069.00,0.77,0.74,
Kepler-1504,Kepler-1504 b,82.30400300,,,,0.190,5393.00,0.85,0.81,
Kepler-1505,Kepler-1505 b,30.86093660,,,,0.083,5686.00,0.93,0.86,
Kepler-1506,Kepler-1506 b,14.03291540,,,,0.118,5676.00,0.95,0.93,
Kepler-1507,Kepler-1507 b,16.05062130,,,,0.075,5410.00,0.89,0.85,
Kepler-1508,Kepler-1508 b,20.70565040,,,,0.119,6158.00,1.14,1.22,
Kepler-1509,Kepler-1509 b,25.43381970,,,,0.165,5780.00,1.00,0.99,
Kepler-151,Kepler-151 b,15.22895800,0.116000,,,0.273,5460.00,,0.83,
Kepler-151,Kepler-151 c,24.67461200,0.160000,,,0.186,5460.00,,0.83,
Kepler-1510,Kepler-1510 b,84.70392100,,,,0.300,6200.00,1.19,1.28,
Kepler-1511,Kepler-1511 b,23.23827920,,,,0.150,6064.00,1.17,1.29,
Kepler-1512,Kepler-1512 b,20.35972599,,,,0.105,4372.00,0.73,0.67,
Kepler-1513,Kepler-1513 b,160.88465087,,,,0.755,5617.00,0.99,0.97,
Kepler-1514,Kepler-1514 b,217.83176260,,,,1.055,6251.00,1.21,1.22,
Kepler-1515,Kepler-1515 b,214.31141640,,,,0.852,6511.00,1.30,1.41,
Kepler-1516,Kepler-1516 b,7.25931979,,,,0.156,5904.00,1.04,1.07,
Kepler-1517,Kepler-1517 b,5.54608367,,,,0.871,7010.00,1.58,1.95,
Kepler-1518,Kepler-1518 b,5.11177904,,,,0.272,6846.00,1.54,1.88,
Kepler-1519,Kepler-1519 b,240.79893970,,,,0.630,5644.00,0.94,0.91,
Kepler-152,Kepler-152 b,18.20797300,0.124000,,,0.249,5088.00,,0.72,
Kepler-152,Kepler-152 c,88.25505500,0.356000,,,0.213,5088.00,,0.72,
Kepler-1520,Kepler-1520 b,0.65355357,,,,0.515,4677.00,0.76,0.71,
Kepler-1521,Kepler-1521 b,47.14840805,,,,0.223,5042.00,0.81,0.76,
Kepler-1522,Kepler-1522 b,1.84788917,,,,0.154,5706.00,0.96,0.93,
Kepler-1523,Kepler-1523 b,0.93875077,,,,0.141,5708.00,0.97,0.96,
Kepler-1524,Kepler-1524 b,70.96746030,,,,0.316,6179.00,1.17,1.25,
Kepler-1525,Kepler-1525 b,2.41660118,,,,0.081,5748.00,1.07,1.04,
Kepler-1526,Kepler-1526 b,3.90863200,,,,0.217,4601.00,0.73,0.69,
Kepler-1527,Kepler-1527 b,160.12991800,,,,0.426,6224.00,1.21,1.32,
Kepler-1528,Kepler-1528 b,1.79111021,,,,0.130,5857.00,1.03,1.03,
Kepler-1529,Kepler-1529 b,5.33905686,,,,0.187,5048.00,0.81,0.77,
Kepler-153,Kepler-153 b,18.87022700,0.129000,,,0.261,5404.00,,0.89,
Kepler-153,Kepler-153 c,46.90232000,0.237000,,,0.226,5404.00,,0.89,
Kepler-1530,Kepler-1530 b,2.59044340,,,,0.146,5477.00,0.92,0.88,
Kepler-1530,Kepler-1530 c,5.32274060,,,,0.147,5477.00,0.92,0.88,
Kepler-1531,Kepler-1531 b,1.13854338,,,,0.099,6260.00,1.16,1.27,
Kepler-1532,Kepler-1532 b,1.09366356,,,,0.120,5559.00,0.91,0.88,
Kepler-1533,Kepler-1533 b,308.54710000,,,,0.309,6431.00,1.31,1.51,
Kepler-1534,Kepler-1534 b,5.71668872,,,,0.169,5442.00,0.90,0.86,
Kepler-1535,Kepler-1535 b,138.94420000,,,,0.227,6021.00,1.08,1.11,
Kepler-1536,Kepler-1536 b,364.75803100,,,,0.280,4434.00,0.71,0.67,
Kepler-1537,Kepler-1537 b,1.44445380,,,,0.105,5079.00,0.81,0.77,
Kepler-1538,Kepler-1538 b,175.13881900,,,,0.252,5837.00,1.03,1.03,
Kepler-1539,Kepler-1539 b,133.30367410,,,,0.241,5176.00,0.84,0.80,
Kepler-154,Kepler-154 b,33.04053200,0.198000,,,0.202,5690.00,,1.00,
Kepler-154,Kepler-154 c,62.30327600,0.303000,,,0.263,5690.00,,1.00,
Kepler-154,Kepler-154 d,20.54981883,,,,0.343,5690.00,,1.00,
Kepler-154,Kepler-154 e,3.93276465,,,,0.134,5690.00,,1.00,
Kepler-154,Kepler-154 f,9.91935684,,,,0.134,5690.00,,1.00,
Kepler-1540,Kepler-1540 b,125.41311770,,,,0.222,4540.00,0.74,0.69,
Kepler-1541,Kepler-1541 b,8.40691199,,,,0.103,5282.00,0.86,0.81,
Kepler-1542,Kepler-1542 b,3.95116882,,,,0.068,5564.00,0.94,0.99,
Kepler-1542,Kepler-1542 c,2.89223021,,,,0.058,5564.00,0.94,0.99,
Kepler-1542,Kepler-1542 d,5.99273738,,,,0.078,5564.00,0.94,0.99,
Kepler-1542,Kepler-1542 e,5.10115756,,,,0.068,5564.00,0.94,0.99,
Kepler-1543,Kepler-1543 b,6.96710269,,,,0.242,6561.00,1.39,1.65,
Kepler-1544,Kepler-1544 b,168.81117400,,,,0.159,4886.00,0.81,0.74,
Kepler-1545,Kepler-1545 b,163.69234900,,,,0.241,5201.00,0.84,0.80,
Kepler-1546,Kepler-1546 b,19.59749710,,,,0.279,5623.00,0.95,0.93,
Kepler-1547,Kepler-1547 b,0.69297968,,,,0.080,6078.00,1.12,1.18,
Kepler-1548,Kepler-1548 b,124.82867900,,,,0.236,5706.00,0.99,0.97,
Kepler-1549,Kepler-1549 b,214.88654500,,,,0.229,5324.00,0.88,0.84,
Kepler-155,Kepler-155 b,5.93119400,0.056000,,,0.186,4508.00,,0.62,
Kepler-155,Kepler-155 c,52.66179300,0.242000,,,0.200,4508.00,,0.62,
Kepler-1550,Kepler-1550 b,225.58280900,,,,0.269,5991.00,1.07,1.11,
Kepler-1551,Kepler-1551 b,24.49736980,,,,0.237,6136.00,1.14,1.22,
Kepler-1552,Kepler-1552 b,184.77185300,,,,0.220,5202.00,0.85,0.78,
Kepler-1553,Kepler-1553 b,4.24261881,,,,0.103,5288.00,0.85,0.81,
Kepler-1554,Kepler-1554 b,198.08877400,,,,0.259,5297.00,0.84,0.81,
Kepler-1555,Kepler-1555 b,8.10501635,,,,0.144,5866.00,1.04,1.06,
Kepler-1556,Kepler-1556 b,8.82713457,,,,0.175,5608.00,0.97,0.95,
Kepler-1557,Kepler-1557 b,3.74032496,,,,0.136,6099.00,1.11,1.17,
Kepler-1558,Kepler-1558 b,3.50470358,,,,0.061,5101.00,0.83,0.79,
Kepler-1559,Kepler-1559 b,0.97191543,,,,0.064,5316.00,0.86,0.82,
Kepler-156,Kepler-156 b,4.97345600,0.054000,,,0.205,5094.00,,0.81,
Kepler-156,Kepler-156 c,15.90680100,0.117000,,,0.227,5094.00,,0.81,
Kepler-1560,Kepler-1560 b,3.03195744,,,,0.079,5815.00,1.02,1.02,
Kepler-1561,Kepler-1561 b,1.00520701,,,,0.097,5957.00,1.07,1.11,
Kepler-1562,Kepler-1562 b,64.27377520,,,,0.317,5760.00,1.02,1.05,
Kepler-1563,Kepler-1563 b,3.43276598,,,,0.067,5765.00,1.00,0.99,
Kepler-1564,Kepler-1564 b,18.05403810,,,,0.131,5528.00,0.93,0.90,
Kepler-1565,Kepler-1565 b,1.53818844,,,,0.106,4940.00,0.76,0.73,
Kepler-1566,Kepler-1566 b,0.53991524,,,,0.070,5254.00,0.84,0.81,
Kepler-1567,Kepler-1567 b,153.97957800,,,,0.244,5655.00,0.95,0.93,
Kepler-1568,Kepler-1568 b,20.92539200,,,,0.116,5956.00,1.09,1.19,
Kepler-1569,Kepler-1569 b,5.79180156,,,,0.150,6319.00,1.25,1.40,
Kepler-157,Kepler-157 b,1.73234200,0.028000,,,0.118,5774.00,,1.04,
Kepler-157,Kepler-157 c,13.54050000,0.110000,,,0.200,5774.00,,1.04,
Kepler-157,Kepler-157 d,7.02573474,,,,0.130,5774.00,,1.04,
Kepler-1570,Kepler-1570 b,26.54895500,,,,0.095,5550.00,0.92,0.89,
Kepler-1571,Kepler-1571 b,3.38555488,,,,0.136,6297.00,1.23,1.39,
Kepler-1572,Kepler-1572 b,5.49548621,,,,0.084,5618.00,0.97,0.95,
Kepler-1573,Kepler-1573 b,2.61575540,,,,0.107,5808.00,1.01,1.00,
Kepler-1574,Kepler-1574 b,6.94243340,,,,0.115,5892.00,1.06,1.08,
Kepler-1575,Kepler-1575 b,2.55314213,,,,0.117,5667.00,0.95,0.92,
Kepler-1576,Kepler-1576 b,6.98471973,,,,0.093,5876.00,1.05,1.06,
Kepler-1577,Kepler-1577 b,6.30560247,,,,0.101,4862.00,0.78,0.74,
Kepler-1578,Kepler-1578 b,1.45088691,,,,0.093,5545.00,0.90,0.86,
Kepler-1579,Kepler-1579 b,0.84990789,,,,0.075,4584.00,0.75,0.70,
Kepler-158,Kepler-158 b,16.70918400,0.111000,,,0.189,4623.00,,0.62,
Kepler-158,Kepler-158 c,28.55138300,0.158000,,,0.170,4623.00,,0.62,
Kepler-1580,Kepler-1580 b,56.64492790,,,,0.188,6228.00,1.47,2.15,
Kepler-1581,Kepler-1581 b,6.28385491,,,,0.071,6022.00,1.12,1.23,
Kepler-1582,Kepler-1582 b,4.83817712,,,,0.133,3208.00,0.28,0.30,
Kepler-1583,Kepler-1583 b,9.32807355,,,,0.054,5645.00,0.94,0.91,
Kepler-1584,Kepler-1584 b,13.39970990,,,,0.144,6069.00,1.10,1.13,
Kepler-1585,Kepler-1585 b,3.58274630,,,,0.160,5538.00,0.94,0.91,
Kepler-1586,Kepler-1586 b,15.60492120,,,,0.136,6681.00,1.45,1.75,
Kepler-1587,Kepler-1587 b,9.40604670,,,,0.119,5933.00,1.08,1.22,
Kepler-1588,Kepler-1588 b,7.84931739,,,,0.068,5817.00,0.96,0.99,
Kepler-1589,Kepler-1589 b,0.99166527,,,,0.097,6166.00,1.18,1.25,
Kepler-159,Kepler-159 b,10.13962300,0.082000,,,0.212,4625.00,,0.66,
Kepler-159,Kepler-159 c,43.59579200,0.218000,,,0.304,4625.00,,0.66,
Kepler-1590,Kepler-1590 b,7.61760804,,,,0.102,6053.00,1.11,1.16,
Kepler-1591,Kepler-1591 b,8.18504949,,,,0.113,6082.00,1.10,1.16,
Kepler-1592,Kepler-1592 b,3.05710069,,,,0.137,6213.00,1.18,1.28,
Kepler-1593,Kepler-1593 b,174.50983500,,,,0.283,4995.00,0.81,0.77,
Kepler-1594,Kepler-1594 b,2.71603809,,,,0.095,5946.00,1.06,1.08,
Kepler-1595,Kepler-1595 b,4.56380468,,,,0.110,5203.00,0.84,0.80,
Kepler-1596,Kepler-1596 b,66.37337900,,,,0.170,5706.00,0.95,0.92,
Kepler-1597,Kepler-1597 b,2.94654179,,,,0.095,6377.00,1.25,1.39,
Kepler-1598,Kepler-1598 b,4.34195123,,,,0.085,5940.00,1.07,1.09,
Kepler-1599,Kepler-1599 b,122.36355300,,,,0.145,5767.00,0.99,0.99,
Kepler-16,Kepler-16 b,228.77600000,0.704800,0.006900,0.33300,0.754,4450.00,0.69,0.65,
Kepler-160,Kepler-160 b,4.30942700,0.050000,,,0.137,5857.00,,0.88,
Kepler-160,Kepler-160 c,13.69908700,0.109000,,,0.322,5857.00,,0.88,
Kepler-1600,Kepler-1600 b,386.37054800,,,,0.279,5214.00,0.86,0.82,
Kepler-1601,Kepler-1601 b,2.20921951,,,,0.073,5869.00,1.04,1.07,
Kepler-1602,Kepler-1602 b,11.17931605,,,,0.120,6296.00,1.22,1.36,
Kepler-1603,Kepler-1603 b,2.27163926,,,,0.115,6241.00,1.21,1.31,
Kepler-1604,Kepler-1604 b,0.68368426,,,,0.126,4976.00,0.81,0.76,
Kepler-1605,Kepler-1605 b,85.75654950,,,,0.096,5280.00,0.86,0.82,
Kepler-1606,Kepler-1606 b,196.43522400,,,,0.185,5422.00,0.90,0.86,
Kepler-1607,Kepler-1607 b,13.64736760,,,,0.082,6116.00,1.14,1.21,
Kepler-1608,Kepler-1608 b,16.47356860,,,,0.154,4992.00,0.75,0.72,
Kepler-1609,Kepler-1609 b,114.34219000,,,,0.198,6132.00,1.18,1.27,
Kepler-161,Kepler-161 b,4.92135500,0.054000,,,0.189,5078.00,,0.81,
Kepler-161,Kepler-161 c,7.06424000,0.068000,,,0.183,5078.00,,0.81,
Kepler-1610,Kepler-1610 b,8.70181574,,,,0.144,5383.00,0.91,0.87,
Kepler-1611,Kepler-1611 b,5.17624290,,,,0.072,5605.00,0.94,0.93,
Kepler-1612,Kepler-1612 b,3.91795101,,,,0.092,5643.00,0.96,0.94,
Kepler-1613,Kepler-1613 b,1.51842990,,,,0.186,6005.00,1.08,1.12,
Kepler-1614,Kepler-1614 b,3.94661410,,,,0.133,5121.00,0.79,0.76,
Kepler-1615,Kepler-1615 b,47.31261920,,,,0.184,5865.00,1.04,1.05,
Kepler-1616,Kepler-1616 b,6.76284377,,,,0.091,6266.00,1.21,1.34,
Kepler-1617,Kepler-1617 b,27.47855720,,,,0.107,6167.00,1.15,1.22,
Kepler-1618,Kepler-1618 b,6.10826019,,,,0.112,6620.00,1.41,1.65,
Kepler-1619,Kepler-1619 b,23.62259130,,,,0.068,5852.00,1.00,1.00,
Kepler-162,Kepler-162 b,6.91979800,0.069000,,,0.112,5816.00,,0.96,
Kepler-162,Kepler-162 c,19.44635500,0.137000,,,0.270,5816.00,,0.96,
Kepler-1620,Kepler-1620 b,101.95182900,,,,0.144,6157.00,1.15,1.23,
Kepler-1621,Kepler-1621 b,92.26371400,,,,0.193,6158.00,1.15,1.24,
Kepler-1622,Kepler-1622 b,10.81187370,,,,0.131,6436.00,1.31,1.50,
Kepler-1623,Kepler-1623 b,4.36128348,,,,0.117,5772.00,1.00,1.00,
